INTERVAL;M_DATE;PRICE_ZONE_ID;POWER_SYS_ID;E_USE_FACT
23;05.07.2010 0:00:00;1;600000;9964
0;06.07.2010 0:00:00;1;600000;9371
1;06.07.2010 0:00:00;1;600000;9151
2;06.07.2010 0:00:00;1;600000;9070
3;06.07.2010 0:00:00;1;600000;8892
4;06.07.2010 0:00:00;1;600000;8838
5;06.07.2010 0:00:00;1;600000;9220
6;06.07.2010 0:00:00;1;600000;9962
7;06.07.2010 0:00:00;1;600000;11076
8;06.07.2010 0:00:00;1;600000;11739
9;06.07.2010 0:00:00;1;600000;11945
10;06.07.2010 0:00:00;1;600000;11642
11;06.07.2010 0:00:00;1;600000;11674
12;06.07.2010 0:00:00;1;600000;11636
13;06.07.2010 0:00:00;1;600000;11752
14;06.07.2010 0:00:00;1;600000;11644
15;06.07.2010 0:00:00;1;600000;11465
16;06.07.2010 0:00:00;1;600000;11255
17;06.07.2010 0:00:00;1;600000;10963
18;06.07.2010 0:00:00;1;600000;10727
19;06.07.2010 0:00:00;1;600000;10716
20;06.07.2010 0:00:00;1;600000;10523
21;06.07.2010 0:00:00;1;600000;11078
22;06.07.2010 0:00:00;1;600000;10604
23;06.07.2010 0:00:00;1;600000;9799
0;07.07.2010 0:00:00;1;600000;9344
1;07.07.2010 0:00:00;1;600000;9039
2;07.07.2010 0:00:00;1;600000;8864
3;07.07.2010 0:00:00;1;600000;8790
4;07.07.2010 0:00:00;1;600000;8810
5;07.07.2010 0:00:00;1;600000;9079
6;07.07.2010 0:00:00;1;600000;9928
7;07.07.2010 0:00:00;1;600000;10963
8;07.07.2010 0:00:00;1;600000;11639
9;07.07.2010 0:00:00;1;600000;11961
10;07.07.2010 0:00:00;1;600000;11750
11;07.07.2010 0:00:00;1;600000;11804
12;07.07.2010 0:00:00;1;600000;11820
13;07.07.2010 0:00:00;1;600000;11967
14;07.07.2010 0:00:00;1;600000;11848
15;07.07.2010 0:00:00;1;600000;11619
16;07.07.2010 0:00:00;1;600000;11411
17;07.07.2010 0:00:00;1;600000;11023
18;07.07.2010 0:00:00;1;600000;10926
19;07.07.2010 0:00:00;1;600000;10640
20;07.07.2010 0:00:00;1;600000;10711
21;07.07.2010 0:00:00;1;600000;11109
22;07.07.2010 0:00:00;1;600000;10734
23;07.07.2010 0:00:00;1;600000;10089
0;08.07.2010 0:00:00;1;600000;9463
1;08.07.2010 0:00:00;1;600000;9234
2;08.07.2010 0:00:00;1;600000;8981
3;08.07.2010 0:00:00;1;600000;8786
4;08.07.2010 0:00:00;1;600000;8925
5;08.07.2010 0:00:00;1;600000;9233
6;08.07.2010 0:00:00;1;600000;9890
7;08.07.2010 0:00:00;1;600000;11114
8;08.07.2010 0:00:00;1;600000;11823
9;08.07.2010 0:00:00;1;600000;12101
10;08.07.2010 0:00:00;1;600000;11901
11;08.07.2010 0:00:00;1;600000;11729
12;08.07.2010 0:00:00;1;600000;11811
13;08.07.2010 0:00:00;1;600000;12185
14;08.07.2010 0:00:00;1;600000;12046
15;08.07.2010 0:00:00;1;600000;11800
16;08.07.2010 0:00:00;1;600000;11425
17;08.07.2010 0:00:00;1;600000;11151
18;08.07.2010 0:00:00;1;600000;11066
19;08.07.2010 0:00:00;1;600000;10751
20;08.07.2010 0:00:00;1;600000;10779
21;08.07.2010 0:00:00;1;600000;11163
22;08.07.2010 0:00:00;1;600000;10753
23;08.07.2010 0:00:00;1;600000;10012
0;09.07.2010 0:00:00;1;600000;9387
1;09.07.2010 0:00:00;1;600000;9167
2;09.07.2010 0:00:00;1;600000;9033
3;09.07.2010 0:00:00;1;600000;8831
4;09.07.2010 0:00:00;1;600000;8808
5;09.07.2010 0:00:00;1;600000;9146
6;09.07.2010 0:00:00;1;600000;9905
7;09.07.2010 0:00:00;1;600000;11086
8;09.07.2010 0:00:00;1;600000;11764
9;09.07.2010 0:00:00;1;600000;12085
10;09.07.2010 0:00:00;1;600000;11837
11;09.07.2010 0:00:00;1;600000;11818
12;09.07.2010 0:00:00;1;600000;11903
13;09.07.2010 0:00:00;1;600000;12025
14;09.07.2010 0:00:00;1;600000;11753
15;09.07.2010 0:00:00;1;600000;11229
16;09.07.2010 0:00:00;1;600000;10902
17;09.07.2010 0:00:00;1;600000;10882
18;09.07.2010 0:00:00;1;600000;10898
19;09.07.2010 0:00:00;1;600000;10751
20;09.07.2010 0:00:00;1;600000;10719
21;09.07.2010 0:00:00;1;600000;11143
22;09.07.2010 0:00:00;1;600000;10795
23;09.07.2010 0:00:00;1;600000;9968
0;10.07.2010 0:00:00;1;600000;9393
1;10.07.2010 0:00:00;1;600000;9150
2;10.07.2010 0:00:00;1;600000;8994
3;10.07.2010 0:00:00;1;600000;8769
4;10.07.2010 0:00:00;1;600000;8694
5;10.07.2010 0:00:00;1;600000;8849
6;10.07.2010 0:00:00;1;600000;9228
7;10.07.2010 0:00:00;1;600000;9911
8;10.07.2010 0:00:00;1;600000;10485
9;10.07.2010 0:00:00;1;600000;10839
10;10.07.2010 0:00:00;1;600000;10726
11;10.07.2010 0:00:00;1;600000;10728
12;10.07.2010 0:00:00;1;600000;10628
13;10.07.2010 0:00:00;1;600000;10507
14;10.07.2010 0:00:00;1;600000;10411
15;10.07.2010 0:00:00;1;600000;10367
16;10.07.2010 0:00:00;1;600000;10171
17;10.07.2010 0:00:00;1;600000;10074
18;10.07.2010 0:00:00;1;600000;10045
19;10.07.2010 0:00:00;1;600000;9929
20;10.07.2010 0:00:00;1;600000;10020
21;10.07.2010 0:00:00;1;600000;10412
22;10.07.2010 0:00:00;1;600000;10286
23;10.07.2010 0:00:00;1;600000;9518
0;11.07.2010 0:00:00;1;600000;9087
1;11.07.2010 0:00:00;1;600000;8785
2;11.07.2010 0:00:00;1;600000;8625
3;11.07.2010 0:00:00;1;600000;8506
4;11.07.2010 0:00:00;1;600000;8406
5;11.07.2010 0:00:00;1;600000;8376
6;11.07.2010 0:00:00;1;600000;8575
7;11.07.2010 0:00:00;1;600000;8980
8;11.07.2010 0:00:00;1;600000;9627
9;11.07.2010 0:00:00;1;600000;9909
10;11.07.2010 0:00:00;1;600000;9997
11;11.07.2010 0:00:00;1;600000;9953
12;11.07.2010 0:00:00;1;600000;10127
13;11.07.2010 0:00:00;1;600000;10110
14;11.07.2010 0:00:00;1;600000;9914
15;11.07.2010 0:00:00;1;600000;9906
16;11.07.2010 0:00:00;1;600000;10018
17;11.07.2010 0:00:00;1;600000;9934
18;11.07.2010 0:00:00;1;600000;9810
19;11.07.2010 0:00:00;1;600000;9823
20;11.07.2010 0:00:00;1;600000;10243
21;11.07.2010 0:00:00;1;600000;10632
22;11.07.2010 0:00:00;1;600000;10248
23;11.07.2010 0:00:00;1;600000;9578
0;12.07.2010 0:00:00;1;600000;9320
1;12.07.2010 0:00:00;1;600000;8865
2;12.07.2010 0:00:00;1;600000;8764
3;12.07.2010 0:00:00;1;600000;8643
4;12.07.2010 0:00:00;1;600000;8557
5;12.07.2010 0:00:00;1;600000;8979
6;12.07.2010 0:00:00;1;600000;9853
7;12.07.2010 0:00:00;1;600000;10963
8;12.07.2010 0:00:00;1;600000;11898
9;12.07.2010 0:00:00;1;600000;12225
10;12.07.2010 0:00:00;1;600000;12067
11;12.07.2010 0:00:00;1;600000;11913
12;12.07.2010 0:00:00;1;600000;11996
13;12.07.2010 0:00:00;1;600000;12225
14;12.07.2010 0:00:00;1;600000;11993
15;12.07.2010 0:00:00;1;600000;11905
16;12.07.2010 0:00:00;1;600000;11604
17;12.07.2010 0:00:00;1;600000;11424
18;12.07.2010 0:00:00;1;600000;11203
19;12.07.2010 0:00:00;1;600000;10894
20;12.07.2010 0:00:00;1;600000;10917
21;12.07.2010 0:00:00;1;600000;11267
22;12.07.2010 0:00:00;1;600000;10856
23;12.07.2010 0:00:00;1;600000;10158
0;13.07.2010 0:00:00;1;600000;9543
1;13.07.2010 0:00:00;1;600000;9301
2;13.07.2010 0:00:00;1;600000;9077
3;13.07.2010 0:00:00;1;600000;8809
4;13.07.2010 0:00:00;1;600000;8811
5;13.07.2010 0:00:00;1;600000;9226
6;13.07.2010 0:00:00;1;600000;9982
7;13.07.2010 0:00:00;1;600000;11096
8;13.07.2010 0:00:00;1;600000;11909
9;13.07.2010 0:00:00;1;600000;12026
10;13.07.2010 0:00:00;1;600000;11850
11;13.07.2010 0:00:00;1;600000;11800
12;13.07.2010 0:00:00;1;600000;11961
13;13.07.2010 0:00:00;1;600000;12157
14;13.07.2010 0:00:00;1;600000;11888
15;13.07.2010 0:00:00;1;600000;11813
16;13.07.2010 0:00:00;1;600000;11629
17;13.07.2010 0:00:00;1;600000;11382
18;13.07.2010 0:00:00;1;600000;11099
19;13.07.2010 0:00:00;1;600000;10863
20;13.07.2010 0:00:00;1;600000;10845
21;13.07.2010 0:00:00;1;600000;11222
22;13.07.2010 0:00:00;1;600000;10800
23;13.07.2010 0:00:00;1;600000;10007
0;14.07.2010 0:00:00;1;600000;9428
1;14.07.2010 0:00:00;1;600000;9196
2;14.07.2010 0:00:00;1;600000;9069
3;14.07.2010 0:00:00;1;600000;8858
4;14.07.2010 0:00:00;1;600000;8889
5;14.07.2010 0:00:00;1;600000;9274
6;14.07.2010 0:00:00;1;600000;9928
7;14.07.2010 0:00:00;1;600000;10963
8;14.07.2010 0:00:00;1;600000;11561
9;14.07.2010 0:00:00;1;600000;11891
10;14.07.2010 0:00:00;1;600000;11634
11;14.07.2010 0:00:00;1;600000;11595
12;14.07.2010 0:00:00;1;600000;11681
13;14.07.2010 0:00:00;1;600000;12038
14;14.07.2010 0:00:00;1;600000;11810
15;14.07.2010 0:00:00;1;600000;11629
16;14.07.2010 0:00:00;1;600000;11335
17;14.07.2010 0:00:00;1;600000;11195
18;14.07.2010 0:00:00;1;600000;11016
19;14.07.2010 0:00:00;1;600000;10858
20;14.07.2010 0:00:00;1;600000;10809
21;14.07.2010 0:00:00;1;600000;11251
22;14.07.2010 0:00:00;1;600000;10764
23;14.07.2010 0:00:00;1;600000;10050
0;15.07.2010 0:00:00;1;600000;9415
1;15.07.2010 0:00:00;1;600000;9094
2;15.07.2010 0:00:00;1;600000;9049
3;15.07.2010 0:00:00;1;600000;9000
4;15.07.2010 0:00:00;1;600000;8941
5;15.07.2010 0:00:00;1;600000;9177
6;15.07.2010 0:00:00;1;600000;10116
7;15.07.2010 0:00:00;1;600000;11027
8;15.07.2010 0:00:00;1;600000;11731
9;15.07.2010 0:00:00;1;600000;12003
10;15.07.2010 0:00:00;1;600000;11828
11;15.07.2010 0:00:00;1;600000;11666
12;15.07.2010 0:00:00;1;600000;11889
13;15.07.2010 0:00:00;1;600000;12063
14;15.07.2010 0:00:00;1;600000;11916
15;15.07.2010 0:00:00;1;600000;11681
16;15.07.2010 0:00:00;1;600000;11584
17;15.07.2010 0:00:00;1;600000;11255
18;15.07.2010 0:00:00;1;600000;11076
19;15.07.2010 0:00:00;1;600000;10881
20;15.07.2010 0:00:00;1;600000;11157
21;15.07.2010 0:00:00;1;600000;11364
22;15.07.2010 0:00:00;1;600000;11010
23;15.07.2010 0:00:00;1;600000;10023
0;16.07.2010 0:00:00;1;600000;9539
1;16.07.2010 0:00:00;1;600000;9363
2;16.07.2010 0:00:00;1;600000;9204
3;16.07.2010 0:00:00;1;600000;9039
4;16.07.2010 0:00:00;1;600000;9046
5;16.07.2010 0:00:00;1;600000;9458
6;16.07.2010 0:00:00;1;600000;10247
7;16.07.2010 0:00:00;1;600000;11215
8;16.07.2010 0:00:00;1;600000;11988
9;16.07.2010 0:00:00;1;600000;12219
10;16.07.2010 0:00:00;1;600000;12137
11;16.07.2010 0:00:00;1;600000;12114
12;16.07.2010 0:00:00;1;600000;12209
